Gene,Isoforms,Unique Exon Count
PB.7730,"PB.7730.1, PB.7730.2",4
PB.7731,PB.7731.1,7
PB.7732,"PB.7732.1, PB.7732.2, PB.7732.3",10
PB.7733,"PB.7733.1, PB.7733.10, PB.7733.11, PB.7733.12, PB.7733.13, PB.7733.14, PB.7733.2, PB.7733.3, PB.7733.4, PB.7733.5, PB.7733.6, PB.7733.7, PB.7733.8, PB.7733.9",29
PB.7734,"PB.7734.1, PB.7734.10, PB.7734.11, PB.7734.12, PB.7734.13, PB.7734.14, PB.7734.2, PB.7734.3, PB.7734.4, PB.7734.5, PB.7734.9",17
PB.7735,"PB.7735.1, PB.7735.3, PB.7735.4, PB.7735.5",10
PB.7736,"PB.7736.1, PB.7736.2, PB.7736.3",5
PB.7737,"PB.7737.1, PB.7737.10, PB.7737.11, PB.7737.12, PB.7737.13, PB.7737.14, PB.7737.2, PB.7737.4, PB.7737.5, PB.7737.6, PB.7737.7, PB.7737.8, PB.7737.9",22
PB.7738,"PB.7738.1, PB.7738.2, PB.7738.3, PB.7738.4",15
PB.7739,"PB.7739.1, PB.7739.2",6
PB.774,"PB.774.1, PB.774.2",16
PB.7740,"PB.7740.1, PB.7740.2",4
PB.7741,"PB.7741.1, PB.7741.2, PB.7741.3, PB.7741.4, PB.7741.5, PB.7741.6",9
PB.7742,"PB.7742.1, PB.7742.2, PB.7742.3",6
PB.7743,"PB.7743.1, PB.7743.2, PB.7743.3, PB.7743.4, PB.7743.5, PB.7743.6, PB.7743.7, PB.7743.8",14
PB.7744,"PB.7744.1, PB.7744.10, PB.7744.2, PB.7744.3, PB.7744.4, PB.7744.5, PB.7744.6, PB.7744.7, PB.7744.8, PB.7744.9",14
PB.7745,"PB.7745.1, PB.7745.2, PB.7745.3, PB.7745.4, PB.7745.5, PB.7745.6, PB.7745.7, PB.7745.8",11
PB.7746,"PB.7746.1, PB.7746.10, PB.7746.11, PB.7746.12, PB.7746.13, PB.7746.14, PB.7746.15, PB.7746.16, PB.7746.17, PB.7746.18, PB.7746.19, PB.7746.2, PB.7746.3, PB.7746.4, PB.7746.5, PB.7746.6, PB.7746.7, PB.7746.8, PB.7746.9",29
PB.7747,"PB.7747.1, PB.7747.2, PB.7747.3, PB.7747.4, PB.7747.5",8
PB.7748,"PB.7748.1, PB.7748.2, PB.7748.3, PB.7748.4",33
PB.7749,PB.7749.1,6
PB.775,"PB.775.1, PB.775.2, PB.775.3",6
PB.7750,"PB.7750.1, PB.7750.2, PB.7750.3, PB.7750.4, PB.7750.5, PB.7750.6, PB.7750.7, PB.7750.8",14
PB.7751,"PB.7751.1, PB.7751.10, PB.7751.11, PB.7751.12, PB.7751.13, PB.7751.14, PB.7751.15, PB.7751.2, PB.7751.3, PB.7751.4, PB.7751.5, PB.7751.8, PB.7751.9",22
PB.7752,"PB.7752.1, PB.7752.2, PB.7752.3, PB.7752.4",26
PB.7753,"PB.7753.1, PB.7753.3, PB.7753.4, PB.7753.5, PB.7753.6",6
PB.7754,"PB.7754.1, PB.7754.10, PB.7754.11, PB.7754.12, PB.7754.13, PB.7754.5, PB.7754.6, PB.7754.7, PB.7754.9",14
PB.7755,"PB.7755.1, PB.7755.2, PB.7755.3",10
PB.7756,"PB.7756.1, PB.7756.2, PB.7756.3",6
PB.7757,PB.7757.1,1
PB.7758,"PB.7758.1, PB.7758.2, PB.7758.3, PB.7758.4, PB.7758.5",8
PB.7759,PB.7759.1,5
PB.776,PB.776.1,2
PB.7760,"PB.7760.1, PB.7760.2, PB.7760.3, PB.7760.4, PB.7760.5, PB.7760.6, PB.7760.7",13
PB.7761,"PB.7761.1, PB.7761.10, PB.7761.12, PB.7761.2, PB.7761.3, PB.7761.4, PB.7761.5, PB.7761.6, PB.7761.7, PB.7761.8, PB.7761.9",20
PB.7762,"PB.7762.1, PB.7762.2",6
PB.7763,"PB.7763.1, PB.7763.2, PB.7763.3",6
PB.7764,"PB.7764.1, PB.7764.2",4
PB.7765,"PB.7765.1, PB.7765.10, PB.7765.6, PB.7765.7",6
PB.7766,PB.7766.1,3
PB.7767,PB.7767.1,7
PB.7768,PB.7768.1,2
PB.7769,"PB.7769.1, PB.7769.2, PB.7769.3, PB.7769.4, PB.7769.5, PB.7769.6, PB.7769.7",11
PB.777,"PB.777.1, PB.777.2, PB.777.3, PB.777.4, PB.777.5, PB.777.7, PB.777.8",12
PB.7770,"PB.7770.1, PB.7770.2, PB.7770.3",9
PB.7771,PB.7771.1,1
PB.7772,"PB.7772.1, PB.7772.2, PB.7772.3, PB.7772.4",8
PB.7773,"PB.7773.1, PB.7773.2, PB.7773.4",20
PB.7774,"PB.7774.1, PB.7774.10, PB.7774.12, PB.7774.13, PB.7774.2, PB.7774.3, PB.7774.4, PB.7774.5, PB.7774.6, PB.7774.7, PB.7774.8, PB.7774.9",31
PB.7775,"PB.7775.1, PB.7775.2, PB.7775.3, PB.7775.4, PB.7775.5, PB.7775.6, PB.7775.7, PB.7775.8",13
PB.7776,PB.7776.1,2
PB.7777,PB.7777.1,8
PB.7778,"PB.7778.1, PB.7778.2, PB.7778.3, PB.7778.4",10
PB.7779,PB.7779.1,1
PB.778,"PB.778.1, PB.778.2, PB.778.3, PB.778.4, PB.778.5",11
PB.7780,"PB.7780.1, PB.7780.2, PB.7780.3, PB.7780.4, PB.7780.5, PB.7780.6, PB.7780.7, PB.7780.8, PB.7780.9",19
PB.7781,"PB.7781.1, PB.7781.2, PB.7781.3, PB.7781.4, PB.7781.5, PB.7781.6, PB.7781.7, PB.7781.8, PB.7781.9",29
PB.7782,"PB.7782.1, PB.7782.10, PB.7782.12, PB.7782.13, PB.7782.14, PB.7782.15, PB.7782.16, PB.7782.17, PB.7782.2, PB.7782.3, PB.7782.4, PB.7782.5, PB.7782.6, PB.7782.8, PB.7782.9",29
PB.7783,"PB.7783.5, PB.7783.6",4
PB.7784,"PB.7784.1, PB.7784.2, PB.7784.3, PB.7784.4, PB.7784.5, PB.7784.6, PB.7784.7",22
PB.7785,"PB.7785.10, PB.7785.11, PB.7785.12, PB.7785.13, PB.7785.14, PB.7785.4, PB.7785.5, PB.7785.6, PB.7785.7, PB.7785.8, PB.7785.9",15
PB.7786,"PB.7786.10, PB.7786.11, PB.7786.2, PB.7786.3, PB.7786.4, PB.7786.5, PB.7786.6, PB.7786.7, PB.7786.8",16
PB.7787,"PB.7787.1, PB.7787.2",4
PB.7788,PB.7788.1,5
PB.7789,PB.7789.1,4
PB.779,"PB.779.1, PB.779.2, PB.779.4, PB.779.5",6
PB.7790,PB.7790.1,9
PB.7791,"PB.7791.1, PB.7791.10, PB.7791.2, PB.7791.3, PB.7791.4, PB.7791.5, PB.7791.6, PB.7791.7, PB.7791.8, PB.7791.9",14
PB.7792,"PB.7792.1, PB.7792.2, PB.7792.3, PB.7792.4, PB.7792.5, PB.7792.6, PB.7792.7, PB.7792.8",14
PB.7793,"PB.7793.1, PB.7793.4, PB.7793.5, PB.7793.6, PB.7793.7, PB.7793.8, PB.7793.9",20
PB.7794,"PB.7794.1, PB.7794.2, PB.7794.4, PB.7794.5, PB.7794.6, PB.7794.7, PB.7794.8",13
PB.7795,PB.7795.1,1
PB.7796,"PB.7796.1, PB.7796.2, PB.7796.3",9
PB.7797,"PB.7797.1, PB.7797.12, PB.7797.13, PB.7797.14, PB.7797.15, PB.7797.16, PB.7797.17, PB.7797.18, PB.7797.2, PB.7797.20, PB.7797.3, PB.7797.6, PB.7797.9",19
PB.7798,PB.7798.1,1
PB.7799,PB.7799.1,2
PB.78,PB.78.1,8
PB.780,"PB.780.1, PB.780.2",5
PB.7800,PB.7800.1,1
PB.7801,"PB.7801.1, PB.7801.3, PB.7801.4, PB.7801.5",7
PB.7802,"PB.7802.1, PB.7802.10, PB.7802.11, PB.7802.12, PB.7802.13, PB.7802.14, PB.7802.2, PB.7802.4, PB.7802.6, PB.7802.7, PB.7802.8, PB.7802.9",14
PB.7803,"PB.7803.2, PB.7803.3, PB.7803.4",7
PB.7804,"PB.7804.1, PB.7804.10, PB.7804.11, PB.7804.12, PB.7804.2, PB.7804.3, PB.7804.4, PB.7804.7, PB.7804.8, PB.7804.9",24
PB.7805,"PB.7805.1, PB.7805.2, PB.7805.3, PB.7805.5, PB.7805.6, PB.7805.7, PB.7805.8",11
PB.7806,PB.7806.1,1
PB.7807,PB.7807.1,12
PB.7808,PB.7808.1,17
PB.7809,PB.7809.1,14
PB.781,"PB.781.1, PB.781.10, PB.781.11, PB.781.12, PB.781.13, PB.781.2, PB.781.3, PB.781.4, PB.781.5, PB.781.6",16
PB.7810,"PB.7810.1, PB.7810.2, PB.7810.3",6
PB.7811,"PB.7811.1, PB.7811.2",4
PB.7812,"PB.7812.1, PB.7812.2, PB.7812.3, PB.7812.4, PB.7812.5, PB.7812.6",10
PB.7813,"PB.7813.1, PB.7813.2",4
PB.7814,"PB.7814.1, PB.7814.10, PB.7814.11, PB.7814.12, PB.7814.13, PB.7814.14, PB.7814.15, PB.7814.16, PB.7814.17, PB.7814.18, PB.7814.19, PB.7814.2, PB.7814.20, PB.7814.21, PB.7814.22, PB.7814.23, PB.7814.3, PB.7814.4, PB.7814.5, PB.7814.6, PB.7814.7, PB.7814.8, PB.7814.9",53
PB.7815,PB.7815.1,4
PB.7816,"PB.7816.1, PB.7816.2",4
PB.7817,PB.7817.1,2
PB.7818,"PB.7818.1, PB.7818.2, PB.7818.3, PB.7818.4, PB.7818.5, PB.7818.6, PB.7818.7",13
PB.7819,PB.7819.1,1
PB.782,"PB.782.1, PB.782.10, PB.782.11, PB.782.12, PB.782.13, PB.782.14, PB.782.15, PB.782.16, PB.782.17, PB.782.18, PB.782.19, PB.782.2, PB.782.3, PB.782.5, PB.782.6, PB.782.7, PB.782.8, PB.782.9",22
PB.7820,"PB.7820.1, PB.7820.2",4
PB.7821,PB.7821.1,1
PB.7822,"PB.7822.1, PB.7822.2, PB.7822.3, PB.7822.4, PB.7822.5, PB.7822.6, PB.7822.7",11
PB.7823,PB.7823.1,2
PB.7824,"PB.7824.1, PB.7824.2, PB.7824.3, PB.7824.4, PB.7824.5, PB.7824.6, PB.7824.7, PB.7824.8",15
PB.7825,PB.7825.1,1
PB.7826,"PB.7826.1, PB.7826.2, PB.7826.3, PB.7826.4, PB.7826.5, PB.7826.6",8
PB.7827,PB.7827.1,3
PB.7828,"PB.7828.1, PB.7828.2, PB.7828.3, PB.7828.4, PB.7828.5, PB.7828.6",13
PB.7829,"PB.7829.1, PB.7829.2, PB.7829.4, PB.7829.5, PB.7829.6",12
PB.783,"PB.783.1, PB.783.2, PB.783.3",6
PB.7830,"PB.7830.1, PB.7830.2, PB.7830.3, PB.7830.4, PB.7830.5, PB.7830.7, PB.7830.9",11
PB.7831,"PB.7831.1, PB.7831.2, PB.7831.3, PB.7831.4, PB.7831.5",9
PB.7832,PB.7832.1,1
PB.7833,"PB.7833.1, PB.7833.2, PB.7833.3",4
PB.7834,"PB.7834.1, PB.7834.2, PB.7834.3, PB.7834.4",12
PB.7835,"PB.7835.1, PB.7835.2",4
PB.7836,"PB.7836.1, PB.7836.2, PB.7836.3, PB.7836.4",6
PB.7837,"PB.7837.1, PB.7837.2, PB.7837.3",4
PB.7838,"PB.7838.1, PB.7838.10, PB.7838.11, PB.7838.12, PB.7838.13, PB.7838.14, PB.7838.15, PB.7838.16, PB.7838.17, PB.7838.2, PB.7838.20, PB.7838.21, PB.7838.22, PB.7838.7, PB.7838.9",23
PB.7839,"PB.7839.1, PB.7839.2, PB.7839.3, PB.7839.4, PB.7839.5, PB.7839.6, PB.7839.7",17
PB.784,PB.784.1,3
PB.7840,"PB.7840.1, PB.7840.2, PB.7840.20, PB.7840.21, PB.7840.22, PB.7840.28, PB.7840.29, PB.7840.3, PB.7840.31, PB.7840.32, PB.7840.33, PB.7840.34, PB.7840.35, PB.7840.36, PB.7840.5, PB.7840.6",22
PB.7841,"PB.7841.1, PB.7841.2, PB.7841.3, PB.7841.4, PB.7841.5, PB.7841.6, PB.7841.7, PB.7841.8",15
PB.7842,"PB.7842.1, PB.7842.2",6
PB.7843,PB.7843.1,2
PB.7844,PB.7844.1,5
PB.7845,"PB.7845.1, PB.7845.10, PB.7845.11, PB.7845.12, PB.7845.2, PB.7845.3, PB.7845.4, PB.7845.5, PB.7845.6, PB.7845.7, PB.7845.8, PB.7845.9",27
PB.7846,"PB.7846.1, PB.7846.2, PB.7846.3, PB.7846.4, PB.7846.5, PB.7846.6, PB.7846.7",7
PB.7847,"PB.7847.1, PB.7847.2",4
PB.7848,"PB.7848.1, PB.7848.2, PB.7848.7, PB.7848.8, PB.7848.9",6
PB.7849,"PB.7849.1, PB.7849.10, PB.7849.11, PB.7849.13, PB.7849.16, PB.7849.17, PB.7849.18, PB.7849.19, PB.7849.4, PB.7849.5, PB.7849.6, PB.7849.7, PB.7849.8, PB.7849.9",18
PB.785,PB.785.1,1
PB.7850,"PB.7850.1, PB.7850.2, PB.7850.3",6
PB.7851,"PB.7851.1, PB.7851.2, PB.7851.3",6
PB.7852,"PB.7852.1, PB.7852.2, PB.7852.3",6
PB.7853,"PB.7853.1, PB.7853.2, PB.7853.3, PB.7853.4",7
PB.7854,"PB.7854.1, PB.7854.10, PB.7854.2, PB.7854.3, PB.7854.5, PB.7854.6, PB.7854.7, PB.7854.8, PB.7854.9",14
PB.7855,PB.7855.1,1
PB.7856,"PB.7856.1, PB.7856.2, PB.7856.3, PB.7856.4, PB.7856.5, PB.7856.6, PB.7856.7, PB.7856.8, PB.7856.9",13
PB.7857,"PB.7857.10, PB.7857.3, PB.7857.4, PB.7857.5, PB.7857.6, PB.7857.7, PB.7857.8, PB.7857.9",15
PB.7858,"PB.7858.1, PB.7858.2, PB.7858.3, PB.7858.4, PB.7858.5",10
PB.7859,"PB.7859.1, PB.7859.10, PB.7859.11, PB.7859.12, PB.7859.13, PB.7859.17, PB.7859.2, PB.7859.5, PB.7859.6, PB.7859.7, PB.7859.8, PB.7859.9",16
PB.786,"PB.786.1, PB.786.2, PB.786.3, PB.786.4, PB.786.5, PB.786.6, PB.786.7, PB.786.8",14
PB.7860,"PB.7860.1, PB.7860.2, PB.7860.3, PB.7860.4",9
PB.7861,"PB.7861.1, PB.7861.2, PB.7861.3",10
PB.7862,PB.7862.1,5
PB.7863,"PB.7863.1, PB.7863.2",5
PB.7864,"PB.7864.1, PB.7864.2",5
PB.7865,"PB.7865.10, PB.7865.11, PB.7865.12, PB.7865.13, PB.7865.14, PB.7865.15, PB.7865.17, PB.7865.18, PB.7865.19, PB.7865.20, PB.7865.21, PB.7865.22, PB.7865.23, PB.7865.4, PB.7865.5, PB.7865.6, PB.7865.7, PB.7865.8, PB.7865.9",26
PB.7866,"PB.7866.1, PB.7866.2, PB.7866.3, PB.7866.4, PB.7866.5, PB.7866.6, PB.7866.7, PB.7866.8",16
PB.7867,PB.7867.1,1
PB.7868,"PB.7868.1, PB.7868.2, PB.7868.3, PB.7868.4, PB.7868.5, PB.7868.6, PB.7868.7, PB.7868.8",14
PB.7869,PB.7869.1,1
PB.787,"PB.787.1, PB.787.2, PB.787.3, PB.787.4, PB.787.5, PB.787.6, PB.787.7, PB.787.8",13
PB.7870,"PB.7870.1, PB.7870.2",4
PB.7871,"PB.7871.1, PB.7871.2, PB.7871.3, PB.7871.4",9
PB.7872,"PB.7872.1, PB.7872.11, PB.7872.12, PB.7872.13, PB.7872.14, PB.7872.15, PB.7872.16, PB.7872.17, PB.7872.18, PB.7872.19, PB.7872.2, PB.7872.20, PB.7872.3, PB.7872.4, PB.7872.5, PB.7872.8",26
PB.7873,"PB.7873.1, PB.7873.10, PB.7873.11, PB.7873.12, PB.7873.13, PB.7873.14, PB.7873.15, PB.7873.16, PB.7873.17, PB.7873.18, PB.7873.19, PB.7873.2, PB.7873.20, PB.7873.21, PB.7873.22, PB.7873.23, PB.7873.24, PB.7873.27, PB.7873.28, PB.7873.29, PB.7873.3, PB.7873.30, PB.7873.4, PB.7873.5, PB.7873.6, PB.7873.7, PB.7873.8, PB.7873.9",36
PB.7874,"PB.7874.1, PB.7874.2",4
PB.7875,"PB.7875.1, PB.7875.2, PB.7875.3, PB.7875.4",9
PB.7876,"PB.7876.1, PB.7876.2, PB.7876.3",6
PB.7877,"PB.7877.1, PB.7877.2, PB.7877.3, PB.7877.4, PB.7877.5, PB.7877.6, PB.7877.7, PB.7877.8, PB.7877.9",15
PB.7878,"PB.7878.1, PB.7878.2",6
PB.7879,PB.7879.1,3
PB.788,"PB.788.1, PB.788.21, PB.788.22, PB.788.23, PB.788.24, PB.788.25, PB.788.26, PB.788.29, PB.788.30, PB.788.31, PB.788.32, PB.788.33, PB.788.34, PB.788.35, PB.788.36, PB.788.41, PB.788.42, PB.788.43, PB.788.44, PB.788.45, PB.788.48, PB.788.49, PB.788.50, PB.788.51, PB.788.52, PB.788.53",28
PB.7880,"PB.7880.1, PB.7880.2, PB.7880.3, PB.7880.4, PB.7880.5, PB.7880.6, PB.7880.7",8
PB.7881,PB.7881.1,4
PB.7882,"PB.7882.1, PB.7882.2, PB.7882.3",4
PB.7883,"PB.7883.1, PB.7883.2, PB.7883.3",4
PB.7884,"PB.7884.1, PB.7884.4, PB.7884.5, PB.7884.6, PB.7884.7, PB.7884.8",9
PB.7885,"PB.7885.1, PB.7885.10, PB.7885.11, PB.7885.14, PB.7885.15, PB.7885.16, PB.7885.2, PB.7885.5, PB.7885.6, PB.7885.7, PB.7885.8, PB.7885.9",18
PB.7886,"PB.7886.1, PB.7886.2, PB.7886.3",13
PB.7887,"PB.7887.10, PB.7887.11, PB.7887.12, PB.7887.4, PB.7887.5",7
PB.7888,"PB.7888.1, PB.7888.2, PB.7888.3, PB.7888.4, PB.7888.5, PB.7888.6, PB.7888.7, PB.7888.8",12
PB.7889,"PB.7889.10, PB.7889.11, PB.7889.12, PB.7889.13, PB.7889.14, PB.7889.15, PB.7889.16, PB.7889.17, PB.7889.2, PB.7889.3, PB.7889.7, PB.7889.8, PB.7889.9",31
PB.789,PB.789.1,1
PB.7890,"PB.7890.1, PB.7890.2, PB.7890.3, PB.7890.4, PB.7890.5, PB.7890.6, PB.7890.7",13
PB.7891,"PB.7891.1, PB.7891.10, PB.7891.4, PB.7891.5, PB.7891.6, PB.7891.7, PB.7891.8, PB.7891.9",11
PB.7892,"PB.7892.1, PB.7892.2, PB.7892.3, PB.7892.4",9
PB.7893,"PB.7893.1, PB.7893.2, PB.7893.3",5
PB.7894,PB.7894.1,2
PB.7895,"PB.7895.1, PB.7895.2, PB.7895.3, PB.7895.4, PB.7895.5, PB.7895.6, PB.7895.7, PB.7895.8, PB.7895.9",23
PB.7896,"PB.7896.1, PB.7896.10, PB.7896.12, PB.7896.13, PB.7896.14, PB.7896.15, PB.7896.16, PB.7896.17, PB.7896.3, PB.7896.4, PB.7896.5, PB.7896.6, PB.7896.7, PB.7896.8, PB.7896.9",32
PB.7897,"PB.7897.1, PB.7897.2, PB.7897.3, PB.7897.6",11
PB.7898,"PB.7898.10, PB.7898.11, PB.7898.12, PB.7898.13, PB.7898.17, PB.7898.18, PB.7898.3, PB.7898.4, PB.7898.5, PB.7898.6, PB.7898.9",17
PB.7899,"PB.7899.1, PB.7899.2, PB.7899.3, PB.7899.4, PB.7899.5",8
PB.79,"PB.79.1, PB.79.2",6
PB.790,"PB.790.1, PB.790.2, PB.790.3",6
PB.7900,"PB.7900.1, PB.7900.10, PB.7900.12, PB.7900.9",6
PB.7901,"PB.7901.1, PB.7901.2, PB.7901.3",6
PB.7902,"PB.7902.1, PB.7902.3",2
PB.7903,"PB.7903.1, PB.7903.2, PB.7903.3, PB.7903.4, PB.7903.5, PB.7903.6, PB.7903.7",14
PB.7904,"PB.7904.1, PB.7904.2",4
PB.7905,"PB.7905.1, PB.7905.2",4
PB.7906,"PB.7906.1, PB.7906.10, PB.7906.11, PB.7906.12, PB.7906.2, PB.7906.3, PB.7906.4, PB.7906.5, PB.7906.6, PB.7906.7, PB.7906.8, PB.7906.9",15
PB.7907,"PB.7907.1, PB.7907.2, PB.7907.3, PB.7907.4, PB.7907.5",9
PB.7908,"PB.7908.1, PB.7908.2, PB.7908.3",9
PB.7909,"PB.7909.1, PB.7909.2",4
PB.791,"PB.791.1, PB.791.2, PB.791.3, PB.791.4",9
PB.7910,PB.7910.1,10
PB.7911,"PB.7911.1, PB.7911.2, PB.7911.4, PB.7911.5, PB.7911.6, PB.7911.7, PB.7911.8",22
PB.7912,"PB.7912.1, PB.7912.10, PB.7912.12, PB.7912.13, PB.7912.14, PB.7912.18, PB.7912.2, PB.7912.21, PB.7912.22, PB.7912.23, PB.7912.24, PB.7912.25, PB.7912.26, PB.7912.27, PB.7912.28, PB.7912.29, PB.7912.3, PB.7912.30, PB.7912.31, PB.7912.32, PB.7912.33, PB.7912.34, PB.7912.35, PB.7912.36, PB.7912.37, PB.7912.38, PB.7912.39, PB.7912.4, PB.7912.40, PB.7912.5, PB.7912.6, PB.7912.8",43
PB.7913,PB.7913.1,6
PB.7914,"PB.7914.1, PB.7914.2, PB.7914.3, PB.7914.4, PB.7914.5, PB.7914.6, PB.7914.7",11
PB.7915,"PB.7915.1, PB.7915.12, PB.7915.13, PB.7915.14, PB.7915.15, PB.7915.16, PB.7915.2, PB.7915.23, PB.7915.27, PB.7915.28, PB.7915.29, PB.7915.3, PB.7915.30, PB.7915.31, PB.7915.32, PB.7915.33, PB.7915.34, PB.7915.35, PB.7915.36, PB.7915.37, PB.7915.4, PB.7915.5, PB.7915.6, PB.7915.8, PB.7915.9",31
PB.7916,PB.7916.1,1
PB.7917,PB.7917.1,1
PB.7918,"PB.7918.1, PB.7918.2",4
PB.7919,PB.7919.1,1
PB.792,"PB.792.1, PB.792.2, PB.792.3, PB.792.4, PB.792.5, PB.792.6, PB.792.7, PB.792.8",12
PB.7920,"PB.7920.13, PB.7920.14, PB.7920.15, PB.7920.16, PB.7920.17, PB.7920.18, PB.7920.19, PB.7920.5, PB.7920.6, PB.7920.7, PB.7920.8",14
PB.7921,"PB.7921.1, PB.7921.2, PB.7921.3, PB.7921.4",5
PB.7922,"PB.7922.1, PB.7922.11, PB.7922.12, PB.7922.13, PB.7922.14, PB.7922.15, PB.7922.18, PB.7922.19, PB.7922.21, PB.7922.24, PB.7922.26, PB.7922.27, PB.7922.28, PB.7922.29, PB.7922.30, PB.7922.32, PB.7922.34, PB.7922.35, PB.7922.36, PB.7922.37, PB.7922.40, PB.7922.7, PB.7922.8, PB.7922.9",43
PB.7923,PB.7923.1,6
PB.7924,"PB.7924.1, PB.7924.3, PB.7924.5, PB.7924.6, PB.7924.7",9
PB.7925,"PB.7925.17, PB.7925.18, PB.7925.19, PB.7925.20, PB.7925.21, PB.7925.22, PB.7925.23, PB.7925.24, PB.7925.25, PB.7925.26, PB.7925.30, PB.7925.31, PB.7925.32, PB.7925.33, PB.7925.34, PB.7925.6, PB.7925.7, PB.7925.9",25
PB.7926,"PB.7926.1, PB.7926.2, PB.7926.3, PB.7926.4, PB.7926.5, PB.7926.6",10
PB.7927,"PB.7927.1, PB.7927.10, PB.7927.2, PB.7927.3, PB.7927.4, PB.7927.5, PB.7927.6, PB.7927.7, PB.7927.8, PB.7927.9",22
PB.7928,"PB.7928.1, PB.7928.10, PB.7928.11, PB.7928.12, PB.7928.13, PB.7928.14, PB.7928.15, PB.7928.2, PB.7928.3",30
PB.7929,"PB.7929.1, PB.7929.10, PB.7929.11, PB.7929.5, PB.7929.6, PB.7929.7, PB.7929.8, PB.7929.9",10
PB.793,"PB.793.1, PB.793.10, PB.793.11, PB.793.12, PB.793.13, PB.793.14, PB.793.15, PB.793.16, PB.793.17, PB.793.18, PB.793.2, PB.793.3, PB.793.4, PB.793.5, PB.793.6, PB.793.7, PB.793.8, PB.793.9",38
PB.7930,"PB.7930.1, PB.7930.2",6
PB.7931,"PB.7931.1, PB.7931.2, PB.7931.3, PB.7931.4, PB.7931.5",7
PB.7932,"PB.7932.1, PB.7932.2, PB.7932.4",4
PB.7933,"PB.7933.1, PB.7933.2, PB.7933.3, PB.7933.4",8
PB.7934,PB.7934.1,2
PB.7935,PB.7935.1,3
PB.7936,"PB.7936.1, PB.7936.2, PB.7936.3, PB.7936.4",8
PB.7937,PB.7937.1,1
PB.7938,"PB.7938.1, PB.7938.10, PB.7938.11, PB.7938.12, PB.7938.2, PB.7938.3, PB.7938.4, PB.7938.5, PB.7938.6, PB.7938.7, PB.7938.9",16
PB.7939,"PB.7939.1, PB.7939.2, PB.7939.3, PB.7939.4",7
PB.794,"PB.794.1, PB.794.10, PB.794.11, PB.794.12, PB.794.2, PB.794.3, PB.794.4, PB.794.5, PB.794.6, PB.794.7, PB.794.8, PB.794.9",19
PB.7940,"PB.7940.1, PB.7940.10, PB.7940.11, PB.7940.2, PB.7940.3, PB.7940.4, PB.7940.5, PB.7940.6, PB.7940.7, PB.7940.8, PB.7940.9",18
PB.7941,"PB.7941.1, PB.7941.2",2
PB.7942,"PB.7942.1, PB.7942.10, PB.7942.13, PB.7942.14, PB.7942.15, PB.7942.16, PB.7942.17, PB.7942.18, PB.7942.19, PB.7942.2, PB.7942.4, PB.7942.5, PB.7942.6, PB.7942.7, PB.7942.8, PB.7942.9",68
PB.7943,"PB.7943.1, PB.7943.10, PB.7943.11, PB.7943.2, PB.7943.3, PB.7943.4, PB.7943.5, PB.7943.6, PB.7943.7, PB.7943.8, PB.7943.9",18
PB.7944,"PB.7944.1, PB.7944.4, PB.7944.6, PB.7944.7, PB.7944.8",11
PB.7945,"PB.7945.1, PB.7945.10, PB.7945.11, PB.7945.12, PB.7945.13, PB.7945.14, PB.7945.15, PB.7945.2, PB.7945.3, PB.7945.4, PB.7945.5, PB.7945.6, PB.7945.7, PB.7945.8, PB.7945.9",24
PB.7946,"PB.7946.1, PB.7946.11, PB.7946.13, PB.7946.17, PB.7946.18, PB.7946.21, PB.7946.22, PB.7946.23, PB.7946.27, PB.7946.28, PB.7946.4, PB.7946.9",25
PB.7947,"PB.7947.1, PB.7947.2",4
PB.7948,"PB.7948.1, PB.7948.10, PB.7948.14, PB.7948.15, PB.7948.16, PB.7948.17, PB.7948.18, PB.7948.19, PB.7948.2, PB.7948.20, PB.7948.21, PB.7948.22, PB.7948.3, PB.7948.4, PB.7948.5, PB.7948.6, PB.7948.7, PB.7948.8",28
PB.7949,"PB.7949.1, PB.7949.2, PB.7949.3, PB.7949.4",11
PB.795,"PB.795.1, PB.795.2, PB.795.3, PB.795.4, PB.795.5, PB.795.6, PB.795.7",13
PB.7950,"PB.7950.1, PB.7950.10, PB.7950.11, PB.7950.2, PB.7950.3, PB.7950.4, PB.7950.5, PB.7950.7, PB.7950.8, PB.7950.9",21
PB.7951,"PB.7951.1, PB.7951.10, PB.7951.12, PB.7951.13, PB.7951.14, PB.7951.16, PB.7951.17, PB.7951.18, PB.7951.19, PB.7951.2, PB.7951.21, PB.7951.3, PB.7951.4, PB.7951.5, PB.7951.6, PB.7951.7, PB.7951.8, PB.7951.9",30
PB.7952,"PB.7952.1, PB.7952.2",4
PB.7953,PB.7953.1,6
PB.7954,"PB.7954.1, PB.7954.10, PB.7954.11, PB.7954.12, PB.7954.13, PB.7954.14, PB.7954.15, PB.7954.16, PB.7954.17, PB.7954.2, PB.7954.4, PB.7954.5, PB.7954.6, PB.7954.7, PB.7954.8, PB.7954.9",32
PB.7955,"PB.7955.1, PB.7955.10, PB.7955.11, PB.7955.12, PB.7955.13, PB.7955.15, PB.7955.2, PB.7955.3, PB.7955.4, PB.7955.5, PB.7955.6, PB.7955.7, PB.7955.8, PB.7955.9",21
PB.7956,PB.7956.1,6
